*ContactName,POAddressLine1,POAddressLine2,POAddressLine3,POAddressLine4,POCity,PORegion,POPostalCode,POCountry,*InvoiceNumber,Reference,*InvoiceDate,*DueDate,Total,InventoryItemCode,*Description,*Quantity,*UnitAmount,Discount,*AccountCode,*TaxType,TaxAmount,TrackingName1,*TrackingOption1,TrackingName2,TrackingOption2,Currency
Energy Sales Tigo Cash ,,,,,,,,,TIGO INV-20181201,b5e861219d66c360783ba4e258512b390a943c91,16/11/18,16/11/18,,,"Energy sales,TC, From 141514",1,500,,P&L 1.1,Sale Exempt (0%),,,,SITES,muriza1,
Energy Sales MTN cash ,,,,,,,,,MTN INV-20181201,412b90b9cb6979647f0a188f46e54d3f35ca8778,16/11/18,16/11/18,,,"Energy sales,MOMO, From 583088",1,"1,000",,P&L 1.1,Sale Exempt (0%),,,,SITES,kajevuba1,
Energy Sales Tigo Cash ,,,,,,,,,TIGO INV-20181201,27b09d8e5330302aa6d3d380ec9a01cdbef0aeab,16/11/18,16/11/18,,,"Energy sales,TC, From 850366",1,"1,500",,P&L 1.1,Sale Exempt (0%),,,,SITES,kinyaro1,
Energy Sales Tigo Cash ,,,,,,,,,TIGO INV-20181201,a01a38f597a141c3553972495f08b664b80fa542,16/11/18,16/11/18,,,"Energy sales,TC, From 519011",1,500,,P&L 1.1,Sale Exempt (0%),,,,SITES,kwa-waridi,
Energy Sales Tigo Cash ,,,,,,,,,TIGO INV-20181201,9f20d7b629fb375e8b593e1b06ede4f916030b9c,16/11/18,16/11/18,,,"Energy sales,TC, From 395088",1,"1,000",,P&L 1.1,Sale Exempt (0%),,,,SITES,ngara1,
Energy Sales MTN cash ,,,,,,,,,MTN INV-20181201,2d46ae6f8f7ed6ff4514985f5e58c335cc0ebbe6,16/11/18,16/11/18,,,"Energy sales,MOMO, From 114536",1,600,,P&L 1.1,Sale Exempt (0%),,,,SITES,gitaraga1,
Energy Sales Tigo Cash ,,,,,,,,,TIGO INV-20181201,06e9f92a0f1cfee8bf351afa65218d12e8ea1eac,16/11/18,16/11/18,,,"Energy sales,TC, From 853075",1,"1,000",,P&L 1.1,Sale Exempt (0%),,,,SITES,giturusu1,
Energy Sales Tigo Cash ,,,,,,,,,TIGO INV-20181201,a87eedb670b7a307ddd08ad87cd1ebc059830a92,16/11/18,16/11/18,,,"Energy sales,TC, From 536636",1,500,,P&L 1.1,Sale Exempt (0%),,,,SITES,kinyaro1,
Energy Sales Tigo Cash ,,,,,,,,,TIGO INV-20181201,dcceb46d63007a9d32375e905cbc4a0b7ebfffe1,16/11/18,16/11/18,,,"Energy sales,TC, From 148894",1,"1,500",,P&L 1.1,Sale Exempt (0%),,,,SITES,kavumu1,
Energy Sales Tigo Cash ,,,,,,,,,TIGO INV-20181201,6791bac9169b546b2a8059b94503ceaf893c2c60,16/11/18,16/11/18,,,"Energy sales,TC, From 152125",1,500,,P&L 1.1,Sale Exempt (0%),,,,SITES,kaboshya1,
Energy Sales MTN cash ,,,,,,,,,MTN INV-20181201,8d25f1fbd3686e8ed7132eecd3e371ce1325ac03,16/11/18,16/11/18,,,"Energy sales,MOMO, From 885234",1,500,,P&L 1.1,Sale Exempt (0%),,,,SITES,rwarutare1,
Energy Sales MTN cash ,,,,,,,,,MTN INV-20181201,c0d2fb1ff09999a2c92f1c997de5025224a1ad01,16/11/18,16/11/18,,,"Energy sales,MOMO, From 110843",1,500,,P&L 1.1,Sale Exempt (0%),,,,SITES,kajevuba1,
Energy Sales Tigo Cash ,,,,,,,,,TIGO INV-20181201,96dd7ebe3c2f4e6d6aa333a3894912d9831bf7eb,16/11/18,16/11/18,,,"Energy sales,TC, From 656745",1,500,,P&L 1.1,Sale Exempt (0%),,,,SITES,kanombe1,
Energy Sales Tigo Cash ,,,,,,,,,TIGO INV-20181201,82ae2933fe93388a1ec84d2b2721ba7a75cbe082,16/11/18,16/11/18,,,"Energy sales,TC, From 701120",1,500,,P&L 1.1,Sale Exempt (0%),,,,SITES,gitaraga1,
Energy Sales Tigo Cash ,,,,,,,,,TIGO INV-20181201,631f399ab6d0934f7dea2e5677233b5162684965,16/11/18,16/11/18,,,"Energy sales,TC, From 499261",1,"1,000",,P&L 1.1,Sale Exempt (0%),,,,SITES,akajevuba1,
Energy Sales Tigo Cash ,,,,,,,,,TIGO INV-20181201,86c309d8c38d0c8a4a65172241f78f55a17d048a,16/11/18,16/11/18,,,"Energy sales,TC, From 157970",1,"1,500",,P&L 1.1,Sale Exempt (0%),,,,SITES,gitaraga1,
Energy Sales Tigo Cash ,,,,,,,,,TIGO INV-20181201,d708ee8119e0a5bca802bedfb502c64ff71cbdb9,16/11/18,16/11/18,,,"Energy sales,TC, From 365512",1,500,,P&L 1.1,Sale Exempt (0%),,,,SITES,kuri-kane1,
Energy Sales Tigo Cash ,,,,,,,,,TIGO INV-20181201,841e5f48fa76ed371a94d10290d452591ff02221,16/11/18,16/11/18,,,"Energy sales,TC, From 486472",1,500,,P&L 1.1,Sale Exempt (0%),,,,SITES,rwali1,
Energy Sales MTN cash ,,,,,,,,,MTN INV-20181201,720d9061e4b0be59eeb5f248bce940d2c2868a69,16/11/18,16/11/18,,,"Energy sales,MOMO, From 127732",1,500,,P&L 1.1,Sale Exempt (0%),,,,SITES,mu-gahindano,
Energy Sales Tigo Cash ,,,,,,,,,TIGO INV-20181201,eee3d6758ba2be9d9e03f28651dec3a998b85452,16/11/18,16/11/18,,,"Energy sales,TC, From 532130",1,500,,P&L 1.1,Sale Exempt (0%),,,,SITES,shirinyota1,
Energy Sales Tigo Cash ,,,,,,,,,TIGO INV-20181201,5f6e34aae03d48a9528306a550fc5183637c98a6,16/11/18,16/11/18,,,"Energy sales,TC, From 883414",1,"1,000",,P&L 1.1,Sale Exempt (0%),,,,SITES,karisizo1,
Energy Sales Tigo Cash ,,,,,,,,,TIGO INV-20181201,6685dd93ba4ad6f5baf54d4f90bb9b71f4eaa720,16/11/18,16/11/18,,,"Energy sales,TC, From 150029",1,500,,P&L 1.1,Sale Exempt (0%),,,,SITES,shirinyota1,
Energy Sales Tigo Cash ,,,,,,,,,TIGO INV-20181201,9603d2e133dafb67b4c4b19004f77491929ffeca,16/11/18,16/11/18,,,"Energy sales,TC, From 650682",1,"2,000",,P&L 1.1,Sale Exempt (0%),,,,SITES,karisizo1,
Energy Sales Tigo Cash ,,,,,,,,,TIGO INV-20181201,30d8c388f83dae40187903b13658ceaa2abe7b42,16/11/18,16/11/18,,,"Energy sales,TC, From 587111",1,"1,000",,P&L 1.1,Sale Exempt (0%),,,,SITES,giturusu1,
Energy Sales Tigo Cash ,,,,,,,,,TIGO INV-20181201,6cca64690f188cd7344fb1c1fc34157a0d23ca26,16/11/18,16/11/18,,,"Energy sales,TC, From 177483",1,500,,P&L 1.1,Sale Exempt (0%),,,,SITES,kaboshya1,
Energy Sales Tigo Cash ,,,,,,,,,TIGO INV-20181201,3c42c08638b7cc72d29c1f49089ecc1a3024e383,16/11/18,16/11/18,,,"Energy sales,TC, From 713122",1,500,,P&L 1.1,Sale Exempt (0%),,,,SITES,gitaraga2,
Energy Sales Tigo Cash ,,,,,,,,,TIGO INV-20181201,5d71441c82b3b2a4dacf66d03febaddd30ec8bb5,16/11/18,16/11/18,,,"Energy sales,TC, From 995889",1,500,,P&L 1.1,Sale Exempt (0%),,,,SITES,ngara1,
Energy Sales MTN cash ,,,,,,,,,MTN INV-20181201,e1e63f332f9dfdd27b4be03f8bbaa146084d80f9,16/11/18,16/11/18,,,"Energy sales,MOMO, From 104080",1,500,,P&L 1.1,Sale Exempt (0%),,,,SITES,rwagakobe1,
Energy Sales Tigo Cash ,,,,,,,,,TIGO INV-20181201,17567ae0eaeb2a8ac7c9dd3db0d27933f40433e2,16/11/18,16/11/18,,,"Energy sales,TC, From 182520",1,500,,P&L 1.1,Sale Exempt (0%),,,,SITES,kibungo1,
Energy Sales Tigo Cash ,,,,,,,,,TIGO INV-20181201,c5be24ae5e1cd383e0a52784d165c77075f418df,16/11/18,16/11/18,,,"Energy sales,TC, From 167259",1,"1,000",,P&L 1.1,Sale Exempt (0%),,,,SITES,gihandagazi1,
Energy Sales Tigo Cash ,,,,,,,,,TIGO INV-20181201,966d4c04c85e1427236acba6e840af8ee2990497,16/11/18,16/11/18,,,"Energy sales,TC, From 139195",1,500,,P&L 1.1,Sale Exempt (0%),,,,SITES,gitaraga1,
Energy Sales Tigo Cash ,,,,,,,,,TIGO INV-20181201,394b672fa5f1a804097eb61b645d56878a4fe406,16/11/18,16/11/18,,,"Energy sales,TC, From 366072",1,"1,000",,P&L 1.1,Sale Exempt (0%),,,,SITES,mu-gasoko1,
Energy Sales Tigo Cash ,,,,,,,,,TIGO INV-20181201,150e138100737a00bfc0f9cee8c26423ae68ea08,16/11/18,16/11/18,,,"Energy sales,TC, From 145701",1,500,,P&L 1.1,Sale Exempt (0%),,,,SITES,ngara1,
Energy Sales Tigo Cash ,,,,,,,,,TIGO INV-20181201,e314b5bdf13f826c19a851ebec72b3730811abd4,16/11/18,16/11/18,,,"Energy sales,TC, From 564536",1,500,,P&L 1.1,Sale Exempt (0%),,,,SITES,mu-gasoko1,
Energy Sales Tigo Cash ,,,,,,,,,TIGO INV-20181201,ec86493a3672e0dd18bab8d9ca80c79c4e2a8de4,16/11/18,16/11/18,,,"Energy sales,TC, From 163794",1,"1,000",,P&L 1.1,Sale Exempt (0%),,,,SITES,nyamabuye1,
Energy Sales Tigo Cash ,,,,,,,,,TIGO INV-20181201,0341f0c0736e5e2329c25623a41f243b78130e99,16/11/18,16/11/18,,,"Energy sales,TC, From 137991",1,500,,P&L 1.1,Sale Exempt (0%),,,,SITES,rwali1,
Energy Sales Tigo Cash ,,,,,,,,,TIGO INV-20181201,4f7b4634cac8c781906d08db0cf548bc874f1a5a,16/11/18,16/11/18,,,"Energy sales,TC, From 126525",1,500,,P&L 1.1,Sale Exempt (0%),,,,SITES,giturusu1,
Energy Sales Tigo Cash ,,,,,,,,,TIGO INV-20181201,44e9276391771a469f29170f387c9e84c27bb536,16/11/18,16/11/18,,,"Energy sales,TC, From 174471",1,500,,P&L 1.1,Sale Exempt (0%),,,,SITES,ruhama1,
Energy Sales Tigo Cash ,,,,,,,,,TIGO INV-20181201,dde841fe2b7787e8ab234eac9cbcacf37deeabcc,16/11/18,16/11/18,,,"Energy sales,TC, From 348765",1,500,,P&L 1.1,Sale Exempt (0%),,,,SITES,ruhama1,
Energy Sales Tigo Cash ,,,,,,,,,TIGO INV-20181201,4b87f6a127b9e568433bd3e0320baae90c3a0791,16/11/18,16/11/18,,,"Energy sales,TC, From 157618",1,500,,P&L 1.1,Sale Exempt (0%),,,,SITES,gitaraga1,
Energy Sales Tigo Cash ,,,,,,,,,TIGO INV-20181201,445bc0f5abd2d1b023fdf433146539e0f73dc49a,16/11/18,16/11/18,,,"Energy sales,TC, From 158189",1,"1,000",,P&L 1.1,Sale Exempt (0%),,,,SITES,ngara1,
Energy Sales Tigo Cash ,,,,,,,,,TIGO INV-20181201,7528f6c73a915e60af2f0e6066f746af2f595fe5,16/11/18,16/11/18,,,"Energy sales,TC, From 423746",1,500,,P&L 1.1,Sale Exempt (0%),,,,SITES,nyamabuye1,
Energy Sales Tigo Cash ,,,,,,,,,TIGO INV-20181201,f2b7f6daaeae122bdb9ac68657fa30359ef7f57f,16/11/18,16/11/18,,,"Energy sales,TC, From 136311",1,500,,P&L 1.1,Sale Exempt (0%),,,,SITES,nyamabuye1,
Energy Sales Tigo Cash ,,,,,,,,,TIGO INV-20181201,88cb7a552bd2dac331a794b98c17afcecd43daf7,16/11/18,16/11/18,,,"Energy sales,TC, From 651875",1,500,,P&L 1.1,Sale Exempt (0%),,,,SITES,ngara1,
Energy Sales Tigo Cash ,,,,,,,,,TIGO INV-20181201,5deb71a4bf0045904c94219413d18e36509eb108,16/11/18,16/11/18,,,"Energy sales,TC, From 679682",1,500,,P&L 1.1,Sale Exempt (0%),,,,SITES,ngara1,
Energy Sales Tigo Cash ,,,,,,,,,TIGO INV-20181201,b7ea0a6629a30c6c2e1ca28046cdf0f4bfb2beaf,16/11/18,16/11/18,,,"Energy sales,TC, From 164765",1,570,,P&L 1.1,Sale Exempt (0%),,,,SITES,runyonza3,
Energy Sales Tigo Cash ,,,,,,,,,TIGO INV-20181201,3c406a54a1f4a9cc9ff80d3a5b56d33569a31dcc,16/11/18,16/11/18,,,"Energy sales,TC, From 175314",1,500,,P&L 1.1,Sale Exempt (0%),,,,SITES,ngara1,
Energy Sales Tigo Cash ,,,,,,,,,TIGO INV-20181201,d8fa906a3e24e00c284cbb0c6d9f931ca6e69915,16/11/18,16/11/18,,,"Energy sales,TC, From 130348",1,500,,P&L 1.1,Sale Exempt (0%),,,,SITES,shirinyota1,
Energy Sales Tigo Cash ,,,,,,,,,TIGO INV-20181201,a9eb4d8c0b40ab6ff891e8211df5be1ef1963559,16/11/18,16/11/18,,,"Energy sales,TC, From 661127",1,500,,P&L 1.1,Sale Exempt (0%),,,,SITES,runyonza3,
Energy Sales MTN cash ,,,,,,,,,MTN INV-20181201,afe063440559b3d6aedd920b6445052852784273,16/11/18,16/11/18,,,"Energy sales,MOMO, From 627218",1,500,,P&L 1.1,Sale Exempt (0%),,,,SITES,kajevuba1,
Energy Sales Tigo Cash ,,,,,,,,,TIGO INV-20181201,b8aedc97e35fe83598ff68235204999a7ba7010e,16/11/18,16/11/18,,,"Energy sales,TC, From 573163",1,500,,P&L 1.1,Sale Exempt (0%),,,,SITES,mu-gasoko1,
Energy Sales Tigo Cash ,,,,,,,,,TIGO INV-20181201,fe332d60a1430a4a4eb7daa0f2465e5285404711,16/11/18,16/11/18,,,"Energy sales,TC, From 149596",1,500,,P&L 1.1,Sale Exempt (0%),,,,SITES,ku-gasima1,
Energy Sales Tigo Cash ,,,,,,,,,TIGO INV-20181201,81cbbe744f6f98417654adfa90290def78c86700,16/11/18,16/11/18,,,"Energy sales,TC, From 173944",1,500,,P&L 1.1,Sale Exempt (0%),,,,SITES,rulindo1,
Energy Sales Tigo Cash ,,,,,,,,,TIGO INV-20181201,ea5d88dadd059c0e594e01def7010042e646af7f,16/11/18,16/11/18,,,"Energy sales,TC, From 105547",1,500,,P&L 1.1,Sale Exempt (0%),,,,SITES,mu-gasoko1,
Energy Sales Tigo Cash ,,,,,,,,,TIGO INV-20181201,f87163ecdc8adfda558896c534facdadb69d2de8,16/11/18,16/11/18,,,"Energy sales,TC, From 979564",1,"1,000",,P&L 1.1,Sale Exempt (0%),,,,SITES,gitaraga1,
Energy Sales Tigo Cash ,,,,,,,,,TIGO INV-20181201,d5af795f837ed5ca6a49960d521316c4a8b9b58a,16/11/18,16/11/18,,,"Energy sales,TC, From 132968",1,600,,P&L 1.1,Sale Exempt (0%),,,,SITES,mugororo1,
Energy Sales MTN cash ,,,,,,,,,MTN INV-20181201,8542d245d5abcdb06752c103bc4e38ff56662426,16/11/18,16/11/18,,,"Energy sales,MOMO, From 519294",1,"1,000",,P&L 1.1,Sale Exempt (0%),,,,SITES,karisizo1,
Energy Sales Tigo Cash ,,,,,,,,,TIGO INV-20181201,0b3af4dcd7d75de9a0f6ddffe8d599977826c6e6,16/11/18,16/11/18,,,"Energy sales,TC, From 978317",1,500,,P&L 1.1,Sale Exempt (0%),,,,SITES,mu-gasoko1,
Energy Sales MTN cash ,,,,,,,,,MTN INV-20181201,5bbbea16360dfb25632a73bd8dcdba01563a90e7,16/11/18,16/11/18,,,"Energy sales,MOMO, From 633978",1,500,,P&L 1.1,Sale Exempt (0%),,,,SITES,gatesanyi1,
Energy Sales Tigo Cash ,,,,,,,,,TIGO INV-20181201,89d73ab20274c3f093512352a568333bfbd2eb37,16/11/18,16/11/18,,,"Energy sales,TC, From 840078",1,500,,P&L 1.1,Sale Exempt (0%),,,,SITES,ruhuha1,
Energy Sales Tigo Cash ,,,,,,,,,TIGO INV-20181201,9a76aa7188f07d86139b5acac5d00c4b10094cb4,16/11/18,16/11/18,,,"Energy sales,TC, From 153749",1,750,,P&L 1.1,Sale Exempt (0%),,,,SITES,mugororo1,
Energy Sales Tigo Cash ,,,,,,,,,TIGO INV-20181201,720271a457af16befd2af6e61e838258efdfdef3,16/11/18,16/11/18,,,"Energy sales,TC, From 169392",1,500,,P&L 1.1,Sale Exempt (0%),,,,SITES,runyonza3,
Energy Sales Tigo Cash ,,,,,,,,,TIGO INV-20181201,dd97fa73c533e4a64da7835f6732f4e6e240d492,16/11/18,16/11/18,,,"Energy sales,TC, From 120171",1,500,,P&L 1.1,Sale Exempt (0%),,,,SITES,cyanika1,
Energy Sales MTN cash ,,,,,,,,,MTN INV-20181201,17c240c376b815a54b5cf9f022691bd35793530c,16/11/18,16/11/18,,,"Energy sales,MOMO, From 472987",1,500,,P&L 1.1,Sale Exempt (0%),,,,SITES,kajevuba1,
Energy Sales MTN cash ,,,,,,,,,MTN INV-20181201,89d3ebe3355049c0273698c50598d5102133cd85,16/11/18,16/11/18,,,"Energy sales,MOMO, From 778134",1,650,,P&L 1.1,Sale Exempt (0%),,,,SITES,bizenga1,
Energy Sales Tigo Cash ,,,,,,,,,TIGO INV-20181201,74be588bf884c2b669dda949169e9cce330d5805,16/11/18,16/11/18,,,"Energy sales,TC, From 121175",1,500,,P&L 1.1,Sale Exempt (0%),,,,SITES,bizenga1,
Energy Sales Tigo Cash ,,,,,,,,,TIGO INV-20181201,7339056f02a568ed3b1a28a8a01f4ac7f06aa0aa,16/11/18,16/11/18,,,"Energy sales,TC, From 238351",1,500,,P&L 1.1,Sale Exempt (0%),,,,SITES,runyonza3,
Energy Sales MTN cash ,,,,,,,,,MTN INV-20181201,ddae56aa1af9746c4c1f54c0851fe1b102b415df,16/11/18,16/11/18,,,"Energy sales,MOMO, From 995923",1,500,,P&L 1.1,Sale Exempt (0%),,,,SITES,rwagakobe1,
Energy Sales Tigo Cash ,,,,,,,,,TIGO INV-20181201,81a620003d724d4bed8f6395043490584b93dce3,16/11/18,16/11/18,,,"Energy sales,TC, From 953233",1,500,,P&L 1.1,Sale Exempt (0%),,,,SITES,mu-gasoko1,
Energy Sales Tigo Cash ,,,,,,,,,TIGO INV-20181201,042e51e7515425cacb6a5d77f28003fa392a6d2d,16/11/18,16/11/18,,,"Energy sales,TC, From 342846",1,500,,P&L 1.1,Sale Exempt (0%),,,,SITES,rulindo1,
Energy Sales MTN cash ,,,,,,,,,MTN INV-20181201,85283e2ded23c83005a9b784cb6ee6b18495d276,16/11/18,16/11/18,,,"Energy sales,MOMO, From 183884",1,"1,000",,P&L 1.1,Sale Exempt (0%),,,,SITES,kumbuga1,
Energy Sales MTN cash ,,,,,,,,,MTN INV-20181201,27822744177a8d66ed2d3aafb6294d1134328f2c,16/11/18,16/11/18,,,"Energy sales,MOMO, From 166715",1,500,,P&L 1.1,Sale Exempt (0%),,,,SITES,kajevuba1,
Energy Sales Tigo Cash ,,,,,,,,,TIGO INV-20181201,86659ff5b366ef05c2950be2245d927c5155f520,16/11/18,16/11/18,,,"Energy sales,TC, From 343475",1,"1,200",,P&L 1.1,Sale Exempt (0%),,,,SITES,uruyenzi1,
Energy Sales Tigo Cash ,,,,,,,,,TIGO INV-20181201,5414c1c6fc383f526fc7e8d2061fdd5771b027c9,16/11/18,16/11/18,,,"Energy sales,TC, From 158725",1,500,,P&L 1.1,Sale Exempt (0%),,,,SITES,ngara1,
Energy Sales Tigo Cash ,,,,,,,,,TIGO INV-20181201,df153fa6a1cd576b41f62b87a7c7ff3de8f2116d,16/11/18,16/11/18,,,"Energy sales,TC, From 159068",1,500,,P&L 1.1,Sale Exempt (0%),,,,SITES,runyonza3,
Energy Sales Tigo Cash ,,,,,,,,,TIGO INV-20181201,4bb78b9b1102617a58a0b49c1376f693b13bbd32,16/11/18,16/11/18,,,"Energy sales,TC, From 181220",1,500,,P&L 1.1,Sale Exempt (0%),,,,SITES,ruhama1,
Energy Sales Tigo Cash ,,,,,,,,,TIGO INV-20181201,be4469e243397c4fefc00b5d98d9b718a6a68fe6,16/11/18,16/11/18,,,"Energy sales,TC, From 483822",1,500,,P&L 1.1,Sale Exempt (0%),,,,SITES,mu-gasoko1,
Energy Sales Tigo Cash ,,,,,,,,,TIGO INV-20181201,43875307abfa287d8065514dfb556c83404c3496,16/11/18,16/11/18,,,"Energy sales,TC, From 889949",1,500,,P&L 1.1,Sale Exempt (0%),,,,SITES,runyonza3,
Energy Sales Tigo Cash ,,,,,,,,,TIGO INV-20181201,a07ce9d23a49d56293cc73aeb402f8606184ec09,16/11/18,16/11/18,,,"Energy sales,TC, From 461792",1,500,,P&L 1.1,Sale Exempt (0%),,,,SITES,mugororo1,
Energy Sales Tigo Cash ,,,,,,,,,TIGO INV-20181201,78cf768e3846591f4cd18fabd3ab91e9a7bef4c2,16/11/18,16/11/18,,,"Energy sales,TC, From 164081",1,500,,P&L 1.1,Sale Exempt (0%),,,,SITES,rulindo1,
Energy Sales Tigo Cash ,,,,,,,,,TIGO INV-20181201,dcce9796e993f3c877ed53a1a891846e90d33346,16/11/18,16/11/18,,,"Energy sales,TC, From 127133",1,500,,P&L 1.1,Sale Exempt (0%),,,,SITES,rulindo1,
Energy Sales MTN cash ,,,,,,,,,MTN INV-20181201,91cfb61d335326653d759755605ff0ceb38bc16c,16/11/18,16/11/18,,,"Energy sales,MOMO, From 119665",1,500,,P&L 1.1,Sale Exempt (0%),,,,SITES,nganwa1,
Energy Sales Tigo Cash ,,,,,,,,,TIGO INV-20181201,88bac1f679327e142ae9fe9f9ca77e8d2590acaa,16/11/18,16/11/18,,,"Energy sales,TC, From 406743",1,500,,P&L 1.1,Sale Exempt (0%),,,,SITES,cyabayagara1,
Energy Sales Tigo Cash ,,,,,,,,,TIGO INV-20181201,cac4ec7b546542f9d446626adb3d0f9d2c7841fb,16/11/18,16/11/18,,,"Energy sales,TC, From 163417",1,"2,000",,P&L 1.1,Sale Exempt (0%),,,,SITES,kumbuga1,
Energy Sales Tigo Cash ,,,,,,,,,TIGO INV-20181201,f47216bb862eb6c4b962fd218f46a9924be25f5b,16/11/18,16/11/18,,,"Energy sales,TC, From 520398",1,500,,P&L 1.1,Sale Exempt (0%),,,,SITES,runyonza1,
Energy Sales Tigo Cash ,,,,,,,,,TIGO INV-20181201,e55cef6bd5864428fb39b6eddaf4ac6c4b59bd62,16/11/18,16/11/18,,,"Energy sales,TC, From 385574",1,500,,P&L 1.1,Sale Exempt (0%),,,,SITES,runyonza3,
Energy Sales Tigo Cash ,,,,,,,,,TIGO INV-20181201,2e56fdb4e97c9fc6d47db83a671369e6ce02103d,16/11/18,16/11/18,,,"Energy sales,TC, From 350241",1,500,,P&L 1.1,Sale Exempt (0%),,,,SITES,kwa-waridi,
Energy Sales Tigo Cash ,,,,,,,,,TIGO INV-20181201,d4253dfc63cdd7bc6471fc69f7cc093284c8c948,16/11/18,16/11/18,,,"Energy sales,TC, From 133934",1,500,,P&L 1.1,Sale Exempt (0%),,,,SITES,bizenga1,
Energy Sales MTN cash ,,,,,,,,,MTN INV-20181201,ba0aee414cc9b10344ba0b1fb21362574801db61,16/11/18,16/11/18,,,"Energy sales,MOMO, From 659993",1,500,,P&L 1.1,Sale Exempt (0%),,,,SITES,nganwa1,
Energy Sales Tigo Cash ,,,,,,,,,TIGO INV-20181201,b7ad510192f1a98fb80fbb7695291023edecf678,16/11/18,16/11/18,,,"Energy sales,TC, From 125959",1,"1,000",,P&L 1.1,Sale Exempt (0%),,,,SITES,rwali1,
Energy Sales Tigo Cash ,,,,,,,,,TIGO INV-20181201,f98f7d49fbebcb6b77367c952ee3925973f3ffbc,16/11/18,16/11/18,,,"Energy sales,TC, From 171098",1,500,,P&L 1.1,Sale Exempt (0%),,,,SITES,kanombe1,
Energy Sales Tigo Cash ,,,,,,,,,TIGO INV-20181201,213a924b6450f53682ff4fa1e51827e78be07cd1,16/11/18,16/11/18,,,"Energy sales,TC, From 127429",1,500,,P&L 1.1,Sale Exempt (0%),,,,SITES,shirinyota1,
Energy Sales MTN cash ,,,,,,,,,MTN INV-20181201,f537a33a50b6b3ebc9d7bf1814a64ca8d8aae3b3,16/11/18,16/11/18,,,"Energy sales,MOMO, From 175003",1,"1,000",,P&L 1.1,Sale Exempt (0%),,,,SITES,rwarutare1,
Energy Sales Tigo Cash ,,,,,,,,,TIGO INV-20181201,a601e75f4bae64dc71047c9c8d02eabafa1d2207,16/11/18,16/11/18,,,"Energy sales,TC, From 107983",1,500,,P&L 1.1,Sale Exempt (0%),,,,SITES,rulindo1,
Energy Sales Tigo Cash ,,,,,,,,,TIGO INV-20181201,839185f702b4099fc3b223303acb6fdc59a1b203,16/11/18,16/11/18,,,"Energy sales,TC, From 930369",1,500,,P&L 1.1,Sale Exempt (0%),,,,SITES,nyamabuye1,
Energy Sales Tigo Cash ,,,,,,,,,TIGO INV-20181201,475c09d6cfb6051d307d5820fd214857743af076,16/11/18,16/11/18,,,"Energy sales,TC, From 163396",1,500,,P&L 1.1,Sale Exempt (0%),,,,SITES,ku-gasima1,
Energy Sales Tigo Cash ,,,,,,,,,TIGO INV-20181201,df015d1213a14b3b7fc2ab3c25eceb61f90143ce,16/11/18,16/11/18,,,"Energy sales,TC, From 481523",1,500,,P&L 1.1,Sale Exempt (0%),,,,SITES,mu-gasoko1,
Energy Sales Tigo Cash ,,,,,,,,,TIGO INV-20181201,beb9e801eb49e267aaf2d5007e2151d8c99ef7df,17/11/18,17/11/18,,,"Energy sales,TC, From 182551",1,500,,P&L 1.1,Sale Exempt (0%),,,,SITES,muriza1,
Energy Sales Tigo Cash ,,,,,,,,,TIGO INV-20181201,621b3f28c5f1730ce24ce17a5819b92a77802986,17/11/18,17/11/18,,,"Energy sales,TC, From 888971",1,500,,P&L 1.1,Sale Exempt (0%),,,,SITES,kavumu1,
Energy Sales Tigo Cash ,,,,,,,,,TIGO INV-20181201,cb8c3013cd6f8b7abec9a7d0bf900cf7ddcf0852,17/11/18,17/11/18,,,"Energy sales,TC, From 926765",1,500,,P&L 1.1,Sale Exempt (0%),,,,SITES,gihandagazi1,
Energy Sales Tigo Cash ,,,,,,,,,TIGO INV-20181201,7542d534a964329ec5e3a3cbeb435ee90fcb2577,17/11/18,17/11/18,,,"Energy sales,TC, From 126598",1,500,,P&L 1.1,Sale Exempt (0%),,,,SITES,runyonza3,
Energy Sales Tigo Cash ,,,,,,,,,TIGO INV-20181201,f0b01e9e9b5cae62ce78a2fd8d24e84b692ebf93,17/11/18,17/11/18,,,"Energy sales,TC, From 177157",1,500,,P&L 1.1,Sale Exempt (0%),,,,SITES,bizenga1,
Energy Sales Tigo Cash ,,,,,,,,,TIGO INV-20181201,8fb69056acbfd95e903b7a5389cd97c4c5f04ce8,17/11/18,17/11/18,,,"Energy sales,TC, From 550108",1,500,,P&L 1.1,Sale Exempt (0%),,,,SITES,rugaju1,
Energy Sales MTN cash ,,,,,,,,,MTN INV-20181201,5fe4103663c1f260fdf511c26519100607b31fa7,17/11/18,17/11/18,,,"Energy sales,MOMO, From 178914",1,"1,000",,P&L 1.1,Sale Exempt (0%),,,,SITES,rwagakobe1,
Energy Sales Tigo Cash ,,,,,,,,,TIGO INV-20181201,7517568bc9bd0e161f88129bb384d5f670cf337b,17/11/18,17/11/18,,,"Energy sales,TC, From 310005",1,"1,000",,P&L 1.1,Sale Exempt (0%),,,,SITES,ngara1,
Energy Sales Tigo Cash ,,,,,,,,,TIGO INV-20181201,dc467399a10a15e3b4f6c60af317b419a7e40026,17/11/18,17/11/18,,,"Energy sales,TC, From 161864",1,500,,P&L 1.1,Sale Exempt (0%),,,,SITES,gasagara1,
